ID,Date,Video Type,tag_map,partido_map,match_map,content_type_map,Impressions,Likes,Comments,Shares,Video Views,Interactions,Avg_percentage_viewed,Watch_time_hours,Ingresos
******mvR_0,21-06-2024,Short,tag_2,partido107,match17,content6,55827,131,11,2,7151,144,0.5941,69.628,0
******Aow-4,21-06-2024,Video,tag_2,partido119,match17,content6,27404,5,1,0,824,6,0.6145,8.1577,0
******lTVDY,21-06-2024,Video,tag_4,partido11,match16,content9,5616645,5142,337,560,568420,"6,039",0.6139,69883.4894,5178.846
******fQSoQ,21-06-2024,Video,tag_2,partido107,match17,content9,3048605,2753,161,156,362936,"3,070",0.6623,39396.8293,3666.663
******-t1So,21-06-2024,Video,tag_2,partido119,match17,content9,3038073,2465,84,111,390577,"2,660",0.6294,57699.9413,3828.683
******DUcw0,21-06-2024,Video,tag_2,partido151,match17,content9,2579188,2394,171,180,261841,"2,745",0.6387,28570.9001,3704.64
******Ggnpo,21-06-2024,Video,tag_4,partido11,match16,content10,80482,98,9,20,8681,127,0.6448,125.9346,0
******WIyTk,21-06-2024,Video,tag_4,partido11,match16,content10,73635,86,8,19,8465,113,0.6641,134.2991,0
******hPJUE,21-06-2024,Short,tag_4,partido11,match16,content10,31143,147,7,5,5697,159,0.7104,47.2162,0
******NMdVY,21-06-2024,Short,tag_4,partido11,match16,content10,37338,215,3,5,10327,223,0.7082,81.2619,0
******fuYv4,21-06-2024,Video,tag_2,partido119,match17,content10,42500,17,2,4,2426,23,0.5165,40.0309,0
******x2A5w,21-06-2024,Video,tag_2,partido119,match17,content10,40127,35,2,1,3288,38,0.5638,48.4013,0
******RGe60,21-06-2024,Video,tag_2,partido119,match17,content10,48534,30,2,1,3729,33,0.5214,61.0299,0
******bCpes,21-06-2024,Video,tag_2,partido119,match17,content10,63823,29,3,7,5166,39,0.5229,136.5595,0
******ow-x8,21-06-2024,Short,tag_2,partido119,match17,content10,51327,216,22,38,19524,276,0.692,187.6606,0
******RNqiE,21-06-2024,Short,tag_2,partido119,match17,content10,30774,45,0,1,2734,46,0.3494,15.6545,0
******M7mSI,21-06-2024,Short,tag_2,partido119,match17,content10,14849,35,0,0,1706,35,0.416,10.053,0
******dFKdU,21-06-2024,Video,tag_2,partido151,match17,content10,46077,53,7,5,3625,65,0.5091,68.1859,0
******0-rII,21-06-2024,Short,tag_2,partido151,match17,content10,21473,53,2,7,2043,62,0.5279,17.376,0
******S3qko,21-06-2024,Short,tag_2,partido151,match17,content10,71168,86,4,0,3604,90,0.4942,28.1979,0
******VZJ8Y,21-06-2024,Short,tag_2,partido151,match17,content10,14244,21,0,0,899,21,0.3976,5.0636,0
******NbcIY,21-06-2024,Video,tag_2,partido151,match17,content10,45535,41,6,5,3599,52,0.5591,57.009,0
******Xskvk,21-06-2024,Video,tag_2,partido151,match17,content10,29348,19,4,2,1915,25,0.5007,25.0341,0
******6BZhs,21-06-2024,Video,tag_4,partido11,match16,content12,73241,60,4,8,6661,72,0.4416,145.4402,0
******yCY_s,21-06-2024,Video,tag_2,partido119,match17,content12,68288,55,6,2,4703,63,0.4568,119.3643,0
******ct4nU,21-06-2024,Video,tag_2,partido151,match17,content12,30775,21,2,2,1065,25,0.4029,23.9592,0
******tZfrU,21-06-2024,Short,tag_4,partido11,match16,content14,22963,65,4,3,3941,72,0.5732,35.7699,0
******1ZyNU,21-06-2024,Video,tag_4,partido11,match16,content14,61672,31,13,45,4464,89,0.7015,60.0234,0
******stpvE,21-06-2024,Short,tag_4,partido11,match16,content14,35181,45,2,1,3377,48,0.6756,14.5768,0
******KBEsU,21-06-2024,Video,tag_4,partido11,match16,content14,53668,23,0,1,3502,24,0.608,36.0779,0
******7elHQ,21-06-2024,Short,tag_4,partido11,match16,content14,15128,34,1,0,2353,35,0.536,14.7146,0
******7KT0g,21-06-2024,Short,tag_4,partido11,match16,content14,25824,81,9,6,4201,96,0.5831,36.746,0
******gNRZ0,21-06-2024,Video,tag_4,partido11,match16,content14,35533,19,0,1,1864,20,0.5753,16.6821,0
******tFmb8,21-06-2024,Video,tag_2,partido107,match17,content14,40089,42,2,7,1540,51,0.553,13.9569,0
******VzqxE,21-06-2024,Video,tag_2,partido107,match17,content14,29929,11,1,0,995,12,0.5468,8.464,0
******Y-oZA,21-06-2024,Video,tag_2,partido107,match17,content14,55483,20,5,1,4569,26,0.6253,69.8337,0
******fW_To,21-06-2024,Video,tag_2,partido107,match17,content14,31761,13,1,0,1092,14,0.5874,9.2645,0
******zPrCA,21-06-2024,Short,tag_2,partido107,match17,content14,17295,43,2,0,2378,45,0.477,12.9195,0
******7cWAs,21-06-2024,Video,tag_2,partido107,match17,content14,39068,11,2,0,980,13,0.5324,7.537,0
******qymHQ,21-06-2024,Short,tag_2,partido119,match17,content14,18985,41,0,1,1388,42,0.4525,8.3746,0
******lMKtk,21-06-2024,Short,tag_2,partido151,match17,content14,8362,10,0,0,709,10,0.4336,4.6114,0
******TUCpE,21-06-2024,Video,tag_2,partido151,match17,content14,32534,14,1,2,1488,17,0.5205,19.793,0
******W6Pak,21-06-2024,Video,tag_2,partido107,match17,content15,93202,22,3,0,4690,25,0.1814,763.1831,0
******fyalA,21-06-2024,Video,tag_4,Ninguno,Ninguno,content15,71884,73,2,3,4740,78,0.1717,455.8623,0
******YWEcA,21-06-2024,Video,tag_4,partido11,match16,content16,202375,207,21,55,28439,283,0.5876,677.7398,101.149
******u1TgU,21-06-2024,Short,tag_2,partido107,match17,content22,35941,79,6,2,3848,87,0.8046,15.4807,0
******xoEXU,21-06-2024,Short,tag_4,Ninguno,Ninguno,content22,51217,116,12,1,3736,129,0.6815,41.0176,0
******mS39w,21-06-2024,Short,tag_4,partido11,match16,content23,40617,816,65,276,15837,"1,157",0.7077,155.6545,0
******qnc_U,21-06-2024,Short,tag_4,partido11,match16,content23,37014,189,1,1,4603,191,0.6896,37.9126,0
******btHXE,21-06-2024,Short,tag_4,partido11,match16,content23,9941,50,2,0,2597,52,0.6161,15.111,0
******lJ9RM,21-07-2022,Short,Ninguno,Ninguno,Ninguno,content15,54684,76,0,9,3438,85,132.02,18.9126,0.695
******qgJr4,21-07-2024,Short,tag_1,partido27,match6,content2,37370,135,3,0,9407,138,62.78,55.7796,2.092
******PLMH0,21-07-2024,Short,Ninguno,Ninguno,Ninguno,content2,36619,96,0,0,11399,96,79.57,70.5461,2.522
******-UQoc,21-07-2024,Short,Ninguno,Ninguno,Ninguno,content5,26587,64,0,0,4876,64,67.95,24.8506,1.075
******SS_hY,21-07-2024,Short,Ninguno,Ninguno,Ninguno,content5,26090,123,3,3,8572,129,65.12,93.0283,1.873
******2EGiI,21-07-2024,Short,tag_1,partido49,match11,content6,24701,39,1,1,2812,41,48.78,20.5773,0.625
******HIwLk,21-07-2024,Short,tag_1,partido174,#N/A,content6,31728,114,1,1,7005,116,68.09,42.3983,1.551
******-pdWE,21-07-2024,Short,tag_1,partido34,Ninguno,content10,15190,82,2,1,4473,85,90.23,23.5428,0.99
******8pouM,21-07-2024,Short,tag_1,partido99,match11,content10,126796,6615,59,37,578498,"6,711",91.33,7778.6373,133.594
******Du5TQ,21-07-2024,Short,tag_1,partido101,match11,content10,16987,59,0,1,3845,60,48.19,25.7358,0.85
******ENVZU,21-07-2024,Short,Ninguno,Ninguno,Ninguno,content10,179596,473,9,8,17304,490,74.14,174.6255,3.833
******gKazk,21-07-2024,Short,tag_1,partido171,#N/A,content10,28056,91,0,1,4784,92,75.65,21.1117,1.056
******3RGjI,21-07-2024,Short,tag_1,partido176,match11,content10,34397,85,2,6,5188,93,75.18,23.8347,1.146
******YCRVk,21-07-2024,Short,tag_1,partido134,match11,content13,40220,85,1,6,5290,92,65.21,57.4969,1.166
******LYH9o,21-07-2024,Short,tag_1,partido136,#N/A,content14,15903,30,0,0,1923,30,61.17,8.8228,0.422
******Gl2Sg,21-07-2024,Short,tag_1,partido168,Ninguno,content19,128061,242,5,10,15547,257,70.87,162.206,3.451
******yi_Wk,21-07-2024,Short,Ninguno,Ninguno,Ninguno,content21,108196,236,9,12,26363,257,85.36,200.0237,5.86
******h_S2k,21-07-2024,Short,Ninguno,Ninguno,Ninguno,content23,73541,229,20,5,18298,254,102.82,78.388,4.064
******pDYcg,21-07-2024,Short,Ninguno,Ninguno,Ninguno,content23,106946,227,9,2,17976,238,81.11,145.7991,3.983
******4U9mg,21-07-2024,Short,Ninguno,Ninguno,Ninguno,content23,37869,92,1,0,6260,93,78.53,39.6031,1.384
******bMCVk,21-08-2022,Short,tag_1,partido4,match5,content10,297086,499,11,96,21471,606,56.95,193.5992,4.511
******hySww,21-08-2022,Short,tag_1,partido4,match5,content14,186639,135,0,3,13672,138,94.28,75.1896,2.739
******NBcCQ,21-08-2024,Short,tag_1,partido4,match5,content10,120233,320,11,26,13403,357,59.54,104.179,3.841
******gPots,21-08-2024,Short,Ninguno,Ninguno,Ninguno,content19,90455,481,35,16,34477,532,77.55,438.1891,9.947
******IsNyc,22-06-2024,Short,tag_2,partido181,match17,content1,20691,88,0,4,2942,92,0.5323,25.2324,0
******FHT3o,22-06-2024,Video,tag_2,partido22,match17,content2,37436,12,1,0,1993,13,0.6578,20.3921,0
******ePFCA,22-06-2024,Short,tag_2,partido22,match17,content2,30785,48,2,0,2614,50,0.5723,9.9739,0
******VxCrY,22-06-2024,Short,tag_2,partido22,match17,content2,10372,24,0,0,1829,24,0.4314,6.1372,0
******43Wzc,22-06-2024,Video,tag_2,partido70,match17,content2,29089,10,1,0,830,11,0.5439,7.2736,0
******n1nv4,22-06-2024,Short,tag_2,partido70,match17,content2,13452,27,0,0,938,27,0.5591,4.5163,0
******jUKjM,22-06-2024,Video,tag_2,partido70,match17,content2,41963,23,3,2,2686,28,0.5305,49.0791,0
******uu51o,22-06-2024,Video,tag_2,partido70,match17,content2,24953,6,1,0,871,7,0.5646,6.2842,0
******DiiyQ,22-06-2024,Video,tag_4,partido117,match16,content2,44688,16,1,2,2954,19,0.6223,24.0011,0
******3s9sM,22-06-2024,Video,tag_2,partido181,match17,content2,37003,15,2,3,2787,20,0.575,20.0308,0
******Q--Zo,22-06-2024,Short,tag_2,partido181,match17,content3,70650,446,11,7,13447,464,0.7056,134.4256,0
******RPzT8,22-06-2024,Short,tag_2,partido22,match17,content6,13634,91,3,3,5711,97,0.5978,55.9498,0
******Mme_s,22-06-2024,Video,tag_2,partido22,match17,content6,79415,59,7,2,5825,68,0.5946,102.9468,0
******Q4ERs,22-06-2024,Short,tag_2,partido22,match17,content6,16300,43,2,0,1357,45,0.4905,9.8001,0
******Sgm-o,22-06-2024,Short,tag_4,partido56,match16,content6,18894,55,4,5,3400,64,0.5423,30.2182,0
******CaUHc,22-06-2024,Short,tag_4,partido56,match16,content6,15241,19,2,0,1274,21,0.5502,7.2043,0
******o_FBM,22-06-2024,Video,tag_4,partido56,match16,content6,312078,160,60,116,36291,336,0.6172,1449.6584,182.92
******r-Mug,22-06-2024,Short,tag_2,partido70,match17,content6,9323,51,0,0,4850,51,0.4637,34.9805,0
******wvBuA,22-06-2024,Video,tag_2,partido70,match17,content6,47869,18,2,1,2987,21,0.5502,73.5004,0
******HSrVk,22-06-2024,Short,tag_2,partido70,match17,content6,14082,24,0,1,1824,25,0.412,12.3154,0
******VNx6k,22-06-2024,Video,tag_2,partido22,match17,content9,2474172,1971,69,122,277651,"2,162",0.6709,34824.9492,3183.393
******TRxUw,22-06-2024,Video,tag_2,partido70,match17,content9,1532576,1183,49,98,174958,"1,330",0.6095,20558.3503,2242.331
******45OQg,22-06-2024,Video,tag_4,partido117,match16,content9,2054372,1277,124,144,178632,"1,545",0.6223,15994.1307,1534.611
******aQtm8,22-06-2024,Video,tag_2,partido181,match17,content9,3789052,4612,210,360,499962,"5,182",0.6641,58569.3913,7282.83
******uryso,22-06-2024,Video,tag_2,partido22,match17,content10,43807,45,2,3,3870,50,0.5856,52.8782,0
******WaosU,22-06-2024,Short,tag_2,partido22,match17,content10,17496,56,2,2,3079,60,0.4508,21.9758,0
******YBGWo,22-06-2024,Video,tag_2,partido22,match17,content10,99387,96,12,11,9910,119,0.5982,163.0322,0
******_jEqo,22-06-2024,Short,tag_2,partido22,match17,content10,17730,31,0,0,1002,31,0.3647,5.8881,0
******k0AfI,22-06-2024,Short,tag_4,partido56,match16,content10,34341,47,2,3,3119,52,0.5403,24.3415,0
******amKn0,22-06-2024,Short,tag_4,partido56,match16,content10,16960,27,5,3,1618,35,0.4184,8.8384,0
******4ucMk,22-06-2024,Video,tag_4,partido56,match16,content10,112688,73,16,24,11250,113,0.6403,262.1262,49.506
******t9Hok,22-06-2024,Short,tag_4,partido56,match16,content10,21542,49,0,7,2033,56,0.4638,12.5717,0
******r3LHs,22-06-2024,Video,tag_4,partido56,match16,content10,72090,55,5,17,7272,77,0.5758,111.6588,0
******ZbdEs,22-06-2024,Video,tag_4,partido56,match16,content10,67223,39,5,11,5658,55,0.6248,101.1502,0
******6G9KU,22-06-2024,Short,tag_2,partido70,match17,content10,16323,29,1,1,2147,31,0.2889,9.6481,0
******HUwuQ,22-06-2024,Video,tag_2,partido70,match17,content10,202825,81,10,11,19286,102,0.4811,708.745,77.873
******uBSjA,22-06-2024,Video,tag_2,partido70,match17,content10,28092,18,2,0,1818,20,0.5865,21.9168,0
******-alLo,22-06-2024,Video,tag_2,partido181,match17,content10,112715,144,22,69,15968,235,0.6868,246.7499,63.925
******qrIgk,22-06-2024,Short,tag_2,partido181,match17,content10,15378,96,4,3,2596,103,0.5226,21.856,0
******HkBMU,22-06-2024,Video,tag_2,partido181,match17,content10,80624,102,29,195,13999,326,0.7507,242.2818,59.141
******Fxno8,22-06-2024,Short,tag_2,partido181,match17,content10,17990,70,2,1,1999,73,0.4615,14.351,0
******WlnAs,22-06-2024,Video,tag_2,partido181,match17,content10,52114,56,7,3,5432,66,0.6272,71.9298,0
******shdUI,22-06-2024,Short,tag_2,partido181,match17,content10,37864,344,12,41,17296,397,0.7582,182.1332,0
******-gfkc,22-06-2024,Short,tag_2,partido181,match17,content12,13557,51,0,0,1679,51,0.4134,8.0971,0
******ujfgY,22-06-2024,Short,tag_4,partido117,match16,content13,68693,268,19,17,27109,304,0.703,227.6267,0
******THtSQ,22-06-2024,Short,tag_2,partido22,match17,content14,11214,27,0,0,1069,27,0.4573,5.296,0
******TaiYM,22-06-2024,Video,tag_2,partido22,match17,content14,29719,10,1,0,941,11,0.6035,6.9405,0
******p8P10,22-06-2024,Video,tag_2,partido22,match17,content14,42106,19,2,0,2531,21,0.6223,20.9991,0
******2-3gI,22-06-2024,Video,tag_2,partido70,match17,content14,26341,6,1,0,634,7,0.4898,4.3995,0
******1GYSM,22-06-2024,Video,tag_2,partido70,match17,content14,32448,31,3,6,1283,40,0.572,10.3968,0
******DP44w,22-06-2024,Short,tag_2,partido70,match17,content14,26189,31,0,1,1606,32,0.5181,7.1654,0
******mqxcE,22-06-2024,Video,tag_4,partido117,match16,content14,89571,38,1,4,5572,43,0.6217,83.7219,0
******3k17A,22-06-2024,Video,tag_4,partido117,match16,content14,82528,40,0,8,7575,48,0.6379,100.6743,0
******xQeGk,22-06-2024,Short,tag_4,partido117,match16,content14,27111,124,5,0,7850,129,0.6377,41.7188,0
******ts-Bk,22-06-2024,Video,tag_4,partido117,match16,content14,54845,20,0,3,2947,23,0.6489,25.4956,0
******SjmMM,22-06-2024,Short,tag_4,partido181,match17,content14,16436,84,4,8,4818,96,0.4719,23.9984,0
******lMeUE,22-06-2024,Video,tag_2,partido181,match17,content14,36166,31,2,0,2143,33,0.5886,21.022,0
******eeif0,22-06-2024,Video,tag_2,partido181,match17,content14,46233,22,11,5,5112,38,0.6127,48.7249,0
******y44AE,22-06-2024,Video,tag_4,Ninguno,Ninguno,content15,110595,41,1,1,4931,43,0.0988,342.7939,0
******aD3K8,22-06-2024,Video,tag_4,partido92,match16,content16,68464,48,4,0,3865,52,0.1888,261.7171,0
******eV8bE,22-06-2024,Video,tag_4,Ninguno,Ninguno,content18,58255,35,7,0,2824,42,0.3303,111.6719,0
******dt2hI,22-06-2024,Short,tag_2,partido22,match17,content21,14225,53,1,2,1917,56,0.5226,13.0791,0
******xgwk4,22-06-2024,Short,tag_2,partido181,match17,content21,41011,147,1,8,3789,156,0.6304,39.812,0
******uaKvc,22-06-2024,Short,tag_2,partido181,match17,content22,33148,173,8,7,4654,188,0.6143,33.3561,0
******FGTWo,22-06-2024,Short,tag_2,partido181,match17,content23,10311,86,3,3,1953,92,0.944,14.8513,0
******48fQM,22-06-2024,Short,tag_2,partido181,match17,content23,13107,71,1,0,5948,72,0.7023,35.9713,0
******9GHwo,22-07-2024,Short,Ninguno,Ninguno,Ninguno,content6,22245,129,3,3,8341,135,80.17,72.4451,1.845
******ll5dg,22-07-2024,Short,tag_6,partido85,match13,content10,55413,220,3,1,13021,224,80.35,75.5629,2.883
******pFG7E,22-07-2024,Short,tag_1,partido131,#N/A,content10,21249,126,1,5,10833,132,74.93,60.8792,2.399
******pQuQ8,22-07-2024,Short,tag_1,partido133,match11,content10,76478,226,9,3,14133,238,55.60,130.9556,3.119
******Cd7Og,22-07-2024,Short,Ninguno,Ninguno,Ninguno,content13,37619,61,2,0,4750,63,43.66,22.4676,1.052
******mfZKc,22-07-2024,Short,Ninguno,Ninguno,Ninguno,content14,95125,200,4,11,8518,215,54.62,69.79,1.88
******dqCWY,22-07-2024,Short,tag_1,partido131,#N/A,content14,66982,152,3,1,9383,156,56.11,81.8972,2.079
******SLbLk,22-07-2024,Short,Ninguno,Ninguno,Ninguno,content19,28333,83,1,0,7175,84,76.46,47.2414,1.583
******1bwLk,22-08-2024,Short,tag_3,partido83,match22,content2,8175,70,0,1,5561,71,51.30,22.9811,1.618
******OMBRU,22-08-2024,Short,tag_1,Ninguno,Ninguno,content5,18388,77,1,0,5042,78,56.62,46.7879,1.485
******kOtec,22-08-2024,Short,tag_3,partido83,match22,content10,16864,87,2,0,4480,89,43.74,31.5683,1.311
******rwd9Q,22-08-2024,Short,tag_3,partido83,match22,content10,12926,38,0,3,1981,41,40.04,11.2369,0.568
******GqgRA,23-06-2024,Video,tag_4,partido64,match16,content2,45537,14,1,0,2094,15,0.5655,16.7754,0
******3wZc4,23-06-2024,Video,tag_2,partido163,match18,content2,32422,14,0,2,1178,16,0.5897,10.9991,0
******OSQp0,23-06-2024,Video,tag_2,partido163,match18,content2,38783,44,5,0,2184,49,0.5749,19.5314,0
******EjTk4,23-06-2024,Short,tag_2,partido163,match18,content2,19888,30,2,0,1517,32,0.4738,9.5838,0
******rhLtE,23-06-2024,Video,tag_2,partido163,match18,content3,47961,18,2,2,3528,22,0.6026,40.1581,0
******zsij8,23-06-2024,Video,tag_2,partido163,match18,content3,57866,22,3,0,3060,25,0.602,25.0721,0
******DTryU,23-06-2024,Short,tag_4,partido64,match16,content6,18398,45,2,1,3053,48,0.472,22.8169,0
******n02oY,23-06-2024,Video,tag_4,partido64,match16,content6,71733,34,1,0,6781,35,0.5995,81.3035,0
******8dlBI,23-06-2024,Short,tag_4,partido92,match16,content6,173145,875,47,93,43106,"1,015",0.6881,494.3716,0
******cnbjA,23-06-2024,Video,tag_4,partido92,match16,content6,103906,43,67,49,13151,159,0.6383,345.0983,61.583
******HHZ70,23-06-2024,Video,tag_2,partido163,match18,content6,171529,90,5,1,21183,96,0.6254,574.0763,98.442
******2r39c,23-06-2024,Video,tag_2,partido163,match18,content6,39560,16,2,2,2056,20,0.6067,21.1371,0
******j6c3M,23-06-2024,Short,tag_2,partido163,match18,content6,18351,43,0,0,2630,43,0.4234,16.0837,0
******t_cy0,23-06-2024,Short,tag_4,partido92,match16,content7,91326,369,21,8,11075,398,0.6025,111.2081,0
******C88KE,23-06-2024,Short,tag_4,partido92,match16,content7,311811,1219,80,8,31325,"1,307",0.617,322.1167,0
******obvcg,23-06-2024,Video,tag_4,partido92,match16,content8,224367,228,4,28,42718,260,0.014,1252.9866,167.541
******xfoSg,23-06-2024,Video,tag_4,partido56,match16,content9,1988848,2005,143,290,222831,"2,438",0.6449,22713.316,2464.698
******BGOLA,23-06-2024,Video,tag_4,partido92,match16,content9,4029714,3230,335,267,434671,"3,832",0.5586,66303.1186,5806.088
******-EiYI,23-06-2024,Video,tag_2,partido145,match18,content9,1646358,1458,43,107,193950,"1,608",0.6127,24491.0297,1406.252
******LVc1Q,23-06-2024,Video,tag_2,partido163,match18,content9,3004335,2592,75,163,367168,"2,830",0.6409,49872.4698,5109.14
******k232s,23-06-2024,Short,tag_4,partido64,match16,content10,58030,276,7,16,8919,299,0.7576,56.312,0
******DX6oc,23-06-2024,Short,tag_4,partido64,match16,content10,27675,72,1,1,3013,74,0.4313,18.4083,0
******FjOdw,23-06-2024,Video,tag_4,partido64,match16,content10,103095,184,31,164,16822,379,0.6676,240.2221,61.258
******tZonQ,23-06-2024,Video,tag_4,partido64,match16,content10,73020,81,7,13,6696,101,0.556,106.5199,0
******7MvM8,23-06-2024,Short,tag_4,partido92,match16,content10,88470,587,11,32,22460,630,0.6333,209.4158,0
******02moo,23-06-2024,Video,tag_4,partido92,match16,content10,296201,364,62,174,40616,600,0.7359,813.6282,174.293
******fi7n8,23-06-2024,Video,tag_2,partido145,match18,content10,60075,72,7,11,5130,90,0.6136,86.5692,0
******Hpo-8,23-06-2024,Video,tag_2,partido145,match18,content10,57104,17,1,0,3567,18,0.594,32.3729,0
******A8M3I,23-06-2024,Video,tag_2,partido163,match18,content10,78805,68,8,6,8553,82,0.6493,149.6417,0
******EgTwY,23-06-2024,Short,tag_2,partido163,match18,content10,12561,44,0,0,1805,44,0.5231,6.8187,0
******jf7cA,23-06-2024,Video,tag_2,partido163,match18,content10,87529,72,4,5,9797,81,0.6457,156.39,0
******VtgFU,23-06-2024,Video,tag_2,partido145,match18,content11,80311,68,3,8,6773,79,0.5394,222.2601,0
******stepQ,23-06-2024,Video,tag_4,partido92,match16,content12,70094,62,5,15,5960,82,0.39,133.0031,0
******zSvZE,23-06-2024,Short,tag_4,partido92,match16,content12,30218,178,5,5,7908,188,0.4516,59.5201,0
******Q6h5E,23-06-2024,Video,tag_4,partido92,match16,content13,259699,169,63,71,35032,303,0.6958,792.2378,110.102
******LzCDM,23-06-2024,Short,tag_4,partido92,match16,content13,58850,439,27,9,27966,475,0.5767,246.415,0
******3vxeg,23-06-2024,Short,tag_4,partido92,match16,content13,199087,772,47,22,52074,841,0.611,530.2939,0
******x7d1w,23-06-2024,Short,tag_2,partido145,match18,content13,62426,140,1,7,6795,148,0.5968,66.4565,0
******xZ9r0,23-06-2024,Video,tag_2,partido145,match18,content13,584543,526,50,637,114768,"1,213",0.549,6423.5703,117.205
******JaOD8,23-06-2024,Short,tag_4,partido64,match16,content14,32691,69,0,0,3191,69,0.5392,11.4699,0
******jqqiY,23-06-2024,Video,tag_4,partido92,match16,content14,62017,38,7,3,3453,48,0.447,78.0294,0
******j-P9w,23-06-2024,Video,tag_4,partido92,match16,content14,49281,21,1,0,3615,22,0.6207,26.8012,0
******1B8fI,23-06-2024,Video,tag_2,partido145,match18,content14,29171,14,2,1,924,17,0.5697,6.8723,0
